,diravg,dirmax,dmgarea,dmgmoney,exintgtm,extingdt,humidcurr,humidmin,humidrel,ocurcause,ocurdo,ocurdt,ocuremd,ocurgm,ocurjibun,ocurri,ocursgg,ocuryoil,ownersec,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax
430,SSW,NW,0.2,5000,252,201401041610,0.0,0.0,61.0,입산자실화 추정,경북,201401041318,초전,경북,산87,용봉,성주,토, ,1.0,15,0.0,0.0,8.6,1.5,3.2
431,W,W,0.3,4500,1420,201401030900,0.0,0.0,59.0,입산자실화 추정,경남,201401021840,내서,경남,산93,원계,창원 마산회원,목, ,0.5,15,0.0,0.0,7.8,1.0,1.1
432,WNW,WNW,0.3,3500,230,201401011740,0.0,0.0,29.0,입산자실화 추정,경남,201401011510,상동,경남,354-2,감노,김해,수, ,4.0,23,0.0,0.0,10.4,7.1,9.4
433,WSW,WNW,0.07,250,49,201401011550,0.0,0.0,26.0,방화 추정,부산,201401011501,일광,경남,133-3,원,기장,수, ,2.5,13,0.0,0.0,9.7,7.5,4.0
434, , ,0.3,0,930,201401010900,0.0,0.0,0.0,입산자실화 추정,경남,201312312330,장목,경남,산52,시방,거제,화, ,0.0,0,83.6,94.0,0.0,0.0,0.0
435,WNW,WNW,0.5,25660,1400,201401011030,79.0,0.0,0.0,입산자실화,전남,201312312030,조도,전남,산220,관매도,진도,화, ,0.1,2,29.6,64.0,4.0,7.4,10.2
436,W,NW,0.5,13060,230,201312311540,53.0,0.0,0.0,쓰레기소각,전남,201312311310,조도,전남,산203,가사,진도,화, ,0.1,2,29.6,64.0,8.0,6.4,2.8
437,NW,NNW,0.5,1500,550,201312272230,16.0,0.0,0.0,입산자실화 추정,경남,201312271640,대동,경남,산4-1,주동,김해,금, ,0.1,8,59.1,73.0,4.6,5.6,8.8
438,W,NNW,0.1,0,335,201312271955,35.0,0.0,0.0,원인미상,경기,201312271620,능내,경기,산7-1, ,남양주,금, ,1.6,1,0.0,0.0,-4.0,4.4,3.9
439,NNE,NNW,0.25,2136,249,201312162300,54.0,0.0,0.0,방화 추정,부산,201312162011,장전,부산,산2-2, ,금정,월, ,5.0,7,83.6,92.0,6.5,2.1,5.2
440,N,E,0.01,1095,39,201312061445,39.0,0.0,0.0,입산자실화 추정,강원,201312061406,현북,강원,산33,중광정,양양,금, ,3.8,9,83.9,94.0,7.4,2.1,2.9
441,WNW,WNW,0.15,11633,200,201312041650,32.0,0.0,0.0,입산자실화,경북,201312041450,화산,경북,산51-1,당지,영천,수, ,0.0,0,76.0,87.0,12.0,3.5,3.8
442,WNW,WNW,0.03,446,100,201312012240,40.0,0.0,0.0,담뱃불실화 추정,강원,201312012140,성산,강원,산31,금산,강릉,일, ,0.0,0,73.1,94.0,6.8,6.3,7.3
443,SSE,S,0.05,0,55,201311241820,30.0,0.0,0.0,입산자실화,대구,201311241725,논공,대구,산199,노이,달성,일, ,1.0,10,83.0,94.0,13.3,2.3,5.6
444,NNW,W,0.01,0,351,201311240800,43.0,0.0,0.0,담뱃불실화 추정,부산,201311240409,범일,부산,산65-60, ,동,일, ,0.1,9,89.8,92.0,9.4,5.4,3.9
445,WSW,WSW,0.05,2456,413,201311230230,62.0,0.0,0.0,산업현장실화 추정,강원,201311222217,하사미,강원,산85, ,태백,금, ,0.2,5,30.3,44.0,0.8,1.5,2.0
446,SSW,WSW,0.1,7800,130,201311210840,58.0,0.0,0.0,미상,경북,201311210710,남,경북,산473,장기,포항,목, ,0.0,0,69.4,80.0,2.6,1.2,5.1
447,W,W,0.01,810,147,201311200740,47.0,0.0,0.0,입산자실화 추정,경북,201311200553,영덕,경북,산102,화천,영덕,수, ,0.0,0,73.8,80.0,1.6,4.1,8.2
448,W,W,0.01,1840,0,201311190443,49.0,0.0,0.0,등산객실화 추정,경북,201311190443,북구,경북,산256,장성,포항시,화, ,0.0,0,73.2,78.0,6.9,3.6,6.4
449,WSW,W,0.01,258,20,201311082151,88.0,0.0,0.0,방화,강원,201311082131,양양,강원,산26-1,청곡,양양,금, ,0.3,0,25.1,31.0,9.9,1.0,4.7
450,W,WNW,0.1,1168,115,201311051540,29.0,0.0,0.0,입산자실화 추정,경북,201311051425,화남,경북,산26-2,삼창,영천,화, ,0.0,0,84.1,94.0,19.1,1.9,2.4
451,SE,NW,0.01,0,403,201311041630,26.0,0.0,0.0,입산자실화 추정,경남,201311041227,장유,남부,산64-1,대청리,김해,월, ,0.0,0,61.5,73.0,18.7,1.9,5.2
452,NW,E,0.02,200,152,201310301537,30.0,0.0,0.0,방화 추정,부산,201310301345,기장,부산,산57,청강,기장,수, ,1.0,6,0.0,0.0,20.5,3.1,1.7
453,WNW,WNW,0.1,578,330,201310301550,41.0,0.0,0.0,입산자실화 추정,전북,201310301220,성당,전북,산66,갈산,익산,수, ,0.0,0,0.0,0.0,16.2,1.6,3.6
454,SW,SSW,0.05,2112,224,201310291654,55.0,0.0,0.0,입산자실화 추정,강원,201310291430,사북,강원,산46,송암,춘천,화, ,0.0,0,0.0,0.0,16.5,1.9,3.6
455,WSW,NW,0.1,500,300,201310271740,29.0,0.0,0.0,묘지 벌초 중 실화,부산,201310271440,기장,부산,산58,청강,기장,일, ,10.0,0,0.0,0.0,19.3,1.8,6.3
456,S,S,0.01,0,133,201310271340,41.0,0.0,0.0,입산자실화 추정,충남,201310271207,반포,충남,산1,하신,공주,일, ,0.0,0,0.0,0.0,16.2,0.5,2.4
457,E,E,0.01,0,50,201310271150,59.0,0.0,0.0,미상,서울,201310271100,도봉,서울,산29-89, ,도봉,일, ,5.1,0,0.0,0.0,12.5,1.4,4.3
458,NNW,NNW,3.0,25039,1740,201310260910,62.0,0.0,0.0,낚시꾼실화,전남,201310261530,조도,전남,"산 1,2",외병도,진도,토, ,7.1,0,0.0,0.0,12.8,6.5,9.7
459,W,W,0.01,0,22,201310251340,42.0,0.0,0.0,입산자실화 추정,전북,201310251318,옥도,서부,산17-1,신시도,군산,금, ,6.9,0,0.0,0.0,14.5,2.9,7.1
460,NNE,NNE,0.02,300,57,201310242208,56.0,0.0,0.0,담뱃불실화 추정,부산,201310242111,중,부산,산42-66, ,해운대,목, ,1.5,0,0.0,0.0,17.8,2.7,5.2
461,ESE,ESE,0.02,0,450,201310221630,48.0,0.0,0.0,입산자실화 추정,충남,201310221140,유구,충남,63,노동,공주,화, ,0.0,0,0.0,0.0,19.8,3.3,7.0
462,W,W,0.1,578,359,201310201430,68.3,0.0,0.0,등산객발화 추정,전북,201310201031,금마,전북,산131-1,신용,익산,일, ,0.0,0,0.0,0.0,17.4,0.6,3.8
463,ENE,ENE,0.01,1111,240,201309271830,33.1,0.0,0.0,쓰레기소각(송이채취자),경북,201309271550,조마,경북,산130,강곡,김천,금, ,0.0,0,83.3,94.0,24.0,1.5,2.4
464,NE,NE,0.01,90,230,201309241500,53.0,0.0,0.0,입산자실화 추정,경남,201309241230,봉암,경남,산1-12, ,창원 마산회원,화, ,0.1,0,0.0,0.0,28.3,1.9,4.2
465,ENE,E,0.1,4050,403,201309231500,58.1,0.0,0.0,쓰레기소각,울산,201309231057,온산,울산,산155,강양,울주,월, ,0.0,0,46.7,72.0,25.8,5.4,5.7
466,SSE,SSE,0.7,8693,1830,201308221430,97.0,0.0,0.0,입산자실화,전남,201308212000,조도,전남,산18-1,눌옥,진도,수, ,0.0,0,10.4,31.0,24.2,4.4,6.3
467,SE,SE,0.3,1058,200,201308181850,48.0,0.0,0.0,입산자실화,전남,201308181650,황산,전남,산202-11,관춘,해남,일, ,0.0,0,29.7,31.0,31.9,3.6,4.7
468,SSW,WSW,0.1,2000,156,201308172320,68.0,0.0,0.0,입산자실화,경북,201308172124,외동,경북,산23-1,죽동,경주,토, ,0.0,0,28.3,31.0,28.3,2.5,5.7
469,WSW,WSW,0.1,2215,304,201308171610,42.0,0.0,0.0,담뱃불실화,경북,201308171306,장성,경북,산58, ,포항 북,토, ,0.0,0,28.8,31.0,35.3,3.4,5.4
470,SE,S,0.3,14989,1320,201308150715,48.9,0.0,0.0,원인미상,강원,201308141755,노곡,동부,산88-2,중마읍,삼척,수, ,0.0,0,28.0,33.0,31.1,2.3,6.7
471,SE,S,0.5,0,1543,201308120838,48.9,0.0,0.0,낙뢰 추정,강원,201308111655,가곡,동부,산128-63,풍곡,삼척,일, ,0.0,0,27.8,33.0,31.1,2.3,6.7
472,SW,WSW,0.02,200,203,201308100800,87.0,0.0,0.0,입산자실화 추정,부산,201308100557,봉래5가,부산,산8, ,영도,토, ,0.0,0,33.4,44.0,25.0,1.4,7.0
473,W,NNW,0.01,0,59,201306280400,61.0,0.0,0.0,원인미상,인천,201306280301,간석,인천,37-658, ,남동,금, ,1.7,0,37.6,40.0,27.1,4.6,4.9
474,NNE,ESE,0.01,1693,325,201306111920,61.0,0.0,0.0,입산자실화,강원,201306111555,남,강원,산112,청리,양구,화, ,0.0,0,33.2,52.0,22.3,2.5,2.2
475,SW,W,0.1,0,641,201306110500,75.0,0.0,0.0,원인미상,인천,201306102219,만수,인천,산2-1, ,남동,월, ,0.0,0,69.4,87.0,22.7,1.1,0.8
476,SE,E,0.01,0,230,201306091930,28.0,0.0,0.0,원인미상,충북,201306091700,문광,충북,산16,흑석,괴산,일, ,0.0,0,0.0,0.0,29.0,3.5,3.0
477,W,WSW,0.02,272,128,201306071630,36.0,0.0,0.0,입산자실화 추정,강원,201306071502,동,강원,1002-39임,만천,춘천,금, ,0.1,9,0.0,0.0,32.5,3.7,2.5
478,SSE,ESE,0.03,355,100,201306041700,37.0,0.0,0.0,논밭두렁소각,전남,201306041600,동일,전남,산71 외 1,봉영,고흥,화, ,49.4,16,84.0,94.0,26.2,2.6,2.8
479,NNW,NE,0.01,52,200,201305251620,38.0,0.0,0.0,입산자실화,경남,201305251420,서포,경남,산97-1,외구,사천,토, ,47.0,22,62.4,78.0,30.7,3.5,2.8
480,W, ,0.2,1720,210,201305241540,36.0,0.0,0.0,입산자실화,전남,201305241330,과역,전남,산146,도천,고흥,금, ,22.5,5,83.1,92.0,28.7,2.1,0.0
481,W,ENE,0.02,599,200,201305180030,52.0,0.0,0.0,입산자실화,강원,201305172230,서,강원,산70,덕두원,춘천,금, ,22.0,16,28.6,64.0,18.5,1.1,0.3
482,ENE,WNW,0.05,5239,54,201305161210,32.0,0.0,0.0,입산자실화,강원,201305161116,남,강원,산49,화전,홍천,목, ,17.0,14,64.7,94.0,23.2,2.2,0.8
483,SSE,WSW,0.01,1060,156,201305142200,84.0,0.0,0.0,입산자실화,경북,201305142004,축산,경북,산10,기암,영덕,화, ,15.5,14,77.2,94.0,14.3,0.8,1.0
484,E,ENE,0.01,9130,39,201305141610,28.0,0.0,0.0,산나물채취객,경북,201305141531,구평,경북,산29, ,구미,화, ,19.0,12,86.2,94.0,29.0,1.9,1.9
485,SSW,SSE,0.1,11790,130,201305141610,13.0,0.0,0.0,논두렁소각,경북,201305141440,양북,경북,산366,용동,경주,화, ,14.0,13,68.2,80.0,31.1,3.6,3.9
486,S,WSW,0.02,5549,150,201305141033,75.3,0.0,0.0,입산자실화,강원,201305140843,화천,강원,산55,동촌,화천,화, ,15.5,4,22.3,38.0,15.3,0.2,3.5
487,ENE,E,0.02,5360,42,201305131610,74.0,0.0,0.0,입산자실화,경북,201305131528,오천,경북,산47-1,항사,포항 남,월, ,11.0,12,68.6,94.0,18.6,2.4,4.3
488,W,S,0.01,375,50,201305131230,36.0,0.0,0.0,산나물채취객,경남,201305131140,백전,경남,산32,오천,함양,월, ,11.0,12,60.7,80.0,25.8,3.8,3.6
489,SW,SW,0.1,7271,130,201305121530,29.0,0.0,0.0,입산자실화,강원,201305121400,미로,강원,산141,하거노,삼척,일, ,27.0,10,84.0,94.0,29.2,6.7,6.9
490,W,WNW,0.1,10060,102,201305091612,25.0,0.0,0.0,농산폐기물소각,경북,201305091510,임동,경북,산29,고천,안동,목, ,4.0,7,87.1,94.0,26.5,3.9,5.4
491,S,WNW,1.0,293433,955,201305090855,48.0,0.0,0.0,입산자실화,경북,201305082300,남정,경북,산62-4,사암,영덕,수, ,5.0,8,49.7,66.0,22.0,0.5,0.7
492,S,WNW,0.01,8741,307,201305082130,48.0,0.0,0.0,입산자실화,경북,201305081823,남정,경북,산62-3,사암,영덕,수, ,5.0,8,86.1,94.0,22.0,0.5,0.7
493,NW,ESE,0.2,9251,205,201305071440,35.0,0.0,0.0,담뱃불실화,강원,201305081235,강림,강원,산148,강림,횡성,수, ,2.0,6,72.1,94.0,23.9,2.1,2.4
494,ESE,ESE,0.01,3461,130,201305071240,76.0,0.0,0.0,입산자실화,강원,201305081110,설악,강원,산41, ,속초,수, ,5.0,6,67.0,94.0,16.5,3.8,3.8
495,SE,SE,0.15,2793,250,201305071720,67.0,0.0,0.0,입산자실화,전남,201305071430,소라,전남,산150-22,현천,여수,화, ,0.0,0,83.0,94.0,16.5,4.5,8.0
496,SSW,NW,1.0,3000,140,201305061630,49.6,0.0,0.0,입산자실화,충북,201305061450,마로,충북,산38,소여,보은,월, ,3.0,5,77.3,92.0,24.4,1.4,4.5
497,SW,SSW,0.1,7663,129,201305061619,23.0,0.0,0.0,입산자실화,강원,201305061450,동,강원,산10,지내,춘천,월, ,3.0,3,84.2,98.0,22.8,4.2,5.3
498,N,NW,0.3,4263,55,201305061530,63.9,0.0,0.0,입산자실화,전남,201305061435,함평,전남,산2-1,수호,함평,월, ,0.0,0,80.1,94.0,20.4,5.5,5.2
499,NW,NNW,0.3,2240,236,201305061500,68.7,0.0,0.0,쓰레기소각,전남,201305061224,삼호,전남,산50,동호,영암,월, ,0.0,0,86.7,92.0,19.4,5.2,4.2
500,ENE,SW,0.06,1400,100,201305061012,44.3,0.0,0.0,입산자실화,울산,201305060912,대안,울산,산195, ,북,월, ,11.0,4,27.9,42.0,21.8,1.8,1.3
501,SW,NW,0.09,7850,58,201305060825,35.7,0.0,0.0,등산객실화,경북,201305060727,창포동,경북,29646, ,북구,월, ,2.0,5,77.3,92.0,16.4,2.5,3.2
502,정온,SW,0.5,5717,303,201305060430,93.0,0.0,0.0,입산자실화,강원,201305060127,동,강원,산14,만천,춘천,월, ,3.2,4,76.6,92.0,9.8,0.1,2.1
503,WNW,N,0.1,16843,155,201305051740,22.0,0.0,0.0,입산자실화,전남,201305051545,벌량,전남, ,원창,순천,일, ,1.0,5,88.3,94.0,24.0,2.6,5.8
504,NW,WSW,0.03,0,58,201305051420,17.0,0.0,0.0,산나물채취객,경남,201305051322,상남,경남,산210,동산,밀양,일, ,2.6,3,70.7,94.0,25.0,2.1,4.0
505,NW,ENE,0.03,0,308,201305051450,17.0,0.0,0.0,입산자실화,대구,201305051142,상인,대구,산32, ,달서,일, ,1.1,2,49.4,56.0,23.2,3.9,2.2
506,W,ENE,0.3,16920,410,201305051540,22.0,0.0,0.0,입산자실화,경북,201305051130,다산,경북,산61-1,월성,고령,일, ,0.0,0,86.5,94.0,21.7,4.8,2.2
507,NW,WNW,0.1,2826,57,201305041330,50.0,0.0,0.0,입산자실화,강원,201305041233,홍천,강원,산17-2,하오안,홍천,토, ,11.5,3,30.3,38.0,15.5,1.2,2.5
508,SW,N,0.8,56023,325,201304301530,79.0,0.0,0.0,입산자실화,강원,201304301205,신기,강원,산157,안의,삼척,화, ,72.6,18,60.1,94.0,14.6,6.0,3.3
509,SW,SW,0.07,1549,55,201304291020,68.0,0.0,0.0,쓰레기소각,강원,201304290925,철암,강원,산72-2, ,태백,월, ,72.6,18,66.1,79.0,14.4,7.4,5.9
510,ENE,ENE,0.3,14876,145,201304271330,34.0,0.0,0.0,입산자실화,강원,201304271145,현남,강원,산114-1,북분,양양,토, ,45.0,22,44.9,72.0,15.3,3.1,4.0
511,SW,WSW,0.1,2099,138,201304221810,20.0,0.0,0.0,입산자실화,전남,201304221632,문내,전남,산164,석교,해남,월, ,62.0,17,87.5,92.0,18.2,2.8,3.9
512,N,SSW,0.1,3114,41,201304191150,18.0,0.0,0.0,입산자실화,강원,201304191109,남,강원,산240,신대,홍천,금, ,19.0,15,69.3,94.0,10.5,1.6,2.6
513,ENE,N,0.2,3000,410,201304190400,58.0,0.0,0.0,입산자실화,경남,201304182350,상북,경남,산147,소토,양산,목, ,50.5,10,32.9,58.0,10.9,5.3,1.6
514,W,NNW,0.1,25046,1250,201304190730,16.0,0.0,0.0,입산자실화,강원,201304181840,서,강원,산225,팔봉,홍천,목, ,21.0,15,85.1,94.0,15.9,3.5,3.3
515,W,SSW,0.01,5050,51,201304181445,44.0,0.0,0.0,입산자실화,경북,201304181354,지천,경북,산4-1,덕산,칠곡,목, ,32.5,10,75.4,87.0,19.6,2.3,3.9
516,SW,SE,0.01,0,153,201304162150,78.0,0.0,0.0,방화 추정,서울,201304161957,마천,서울,54-20, ,송파,화, ,31.0,16,48.1,58.0,13.5,4.8,1.9
517,SSW,N,0.01,0,40,201304161640,23.0,0.0,0.0,하우스용접,전북,201304161600,용담,전북,산67,호계,진안,화, ,21.0,10,75.1,87.0,26.1,3.4,6.3
518,SSW,SW,0.2,990,230,201304161750,32.0,0.0,0.0,농산폐기물소각,세종,201304161520,부강,세종,산117,노호,세종,화, ,0.0,2,0.0,0.0,25.6,7.7,9.3
519,WSW,SW,2.0,58611,325,201304161830,27.0,0.0,0.0,공장쓰레기소각,충북,201304161505,오창,충북,산30-1,화산,청원,화, ,0.0,14,70.9,88.0,25.6,5.7,11.9
520,SSW,SSW,0.5,4259,200,201304161700,58.0,0.0,0.0,성묘객실화,전남,201304161500,대호,전남,산167, ,나주,화, ,16.5,11,83.5,92.0,22.6,7.4,8.7
521,NNE,NW,0.8,40530,131,201304161519,25.0,0.0,0.0,성묘객실화,경북,201304161348,동명,경북,산2-3,가천,칠곡,화, ,31.5,10,66.2,80.0,26.6,1.1,3.9
522,SW,SW,1.0,5675,120,201304161500,42.0,0.0,0.0,터널용접작업,전남,201304161340,북일,전남,산72,성덕,장성,화, ,22.0,9,89.3,94.0,24.7,9.0,8.0
523,SSW,WSW,3.0,0,530,201304161810,21.0,0.0,0.0,쓰레기소각,전북,201304161240,경천,전북,산51,가천,완주,화, ,21.0,10,82.6,94.0,26.9,3.6,8.6
524,SSE,SSW,0.2,1670,55,201304161215,32.0,0.0,0.0,농산폐기물소각,전북,201304161120,옥구,전북,산25,선제,군산,화, ,14.4,14,60.7,72.0,25.4,9.2,12.4
525,ENE,SSW,0.03,5120,111,201304161205,38.0,0.0,0.0,자동차화재,경북,201304161054,내남,경북,산127,명계,경주,화, ,51.0,10,35.2,86.0,20.9,1.8,6.3
526,W,WSW,0.1,7100,218,201304142230,16.0,0.0,0.0,주택화재비화,경북,201304142012,현서,경북,산35,두현,청송,일, ,42.0,8,82.6,94.0,8.9,3.8,4.9
527,WNW,NW,0.05,0,35,201304141640,23.0,0.0,0.0,쓰레기소각,충남,201304141605,부여,충남,산47-1,능산,부여,일, ,1.0,0,78.2,87.0,11.4,5.3,6.4
528,WNW,SW,0.9,0,229,201304141730,20.0,0.0,0.0,입산자실화,충남,201304141501,복수,충남,산1-1,수영,금산,월, ,0.2,0,78.3,87.0,14.8,4.8,8.0
529,SW,SSW,0.01,0,220,201304140400,81.0,0.0,0.0,낙뢰,충남,201304140140,면천,충남,산24,율사,당진,일, ,19.9,12,42.1,61.0,11.1,5.8,8.5
530,SE,SW,7.0,0,1110,201304140830,29.0,0.0,0.0,풍등에 의한 실화,충남,201304132120,벌곡,충남,산79,신양,논산,토, ,21.0,7,70.7,87.0,15.6,4.4,5.2
531,SSE,SSE,0.3,3474,56,201304131900,23.0,0.0,0.0,논밭두렁소각,전남,201304131804,삼기,전남,산547-3,수산,곡성,토, ,0.0,0,88.3,94.0,17.5,4.8,8.0
532,SW,SW,0.4,4000,140,201304131820,33.0,0.0,0.0,등산객실화,경남,201304131640,하북,경남,산63-2,용연,양산,토, ,50.0,7,71.4,94.0,16.1,7.4,6.3
533,WSW,SSW,0.09,2480,35,201304131635,15.0,0.0,0.0,입산자실화,경북,201304131600,외동,경북,산161-1,녹동,경주,토, ,50.5,8,68.8,87.0,20.4,6.8,7.2
534,SSW,SSW,0.3,0,130,201304131715,22.0,0.0,0.0,입산자실화,전북,201304131545,주산,전북,산118-1,사산,부안,토, ,14.5,7,76.1,86.0,20.0,6.8,9.3
535,SW,WSW,0.1,292,200,201304131720,22.0,0.0,0.0,농산폐기물소각,충남,201304131520,우성,충남,산35 외 2,죽당,공주,토, ,14.5,11,83.8,94.0,19.3,6.6,8.8
536,SSW,SW,0.05,0,45,201304131540,23.0,0.0,0.0,농산폐기물소각,대전,201304131455,판암,대전,산48-9, ,동,토, ,24.6,12,87.3,94.0,19.4,4.4,5.8
537,SSW,WNW,0.2,0,117,201304131553,23.0,0.0,0.0,입산자실화,대전,201304131436,하소,대전,산32-1, ,동,토, ,24.6,12,86.9,94.0,19.4,4.4,5.2
538,SSW,SSW,0.01,760,44,201304131330,20.0,0.0,0.0,쓰레기소각,경북,201304131246,죽변,경북,381-1,화성,울진,토, ,24.5,11,71.4,86.0,19.3,4.1,4.3
539,SSW,SW,0.4,10194,142,201304131340,29.0,0.0,0.0,입산자실화,경기,201304131158,월롱,경기,산117-3,영태,파주,토, ,15.0,7,71.0,78.0,14.1,6.2,6.4
540,SSW,SW,0.3,6906,134,201304131320,29.0,0.0,0.0,농산폐기물소각,경기,201304131146,광탄,경기,산29-1,마장,파주,토, ,15.0,7,68.8,80.0,14.1,6.2,11.9
541,S,SW,0.01,0,37,201304131040,21.0,0.0,0.0,쓰레기소각,경북,201304131003,기성,경북,637-2 도,망양리,울진,토, ,23.5,11,65.6,92.0,14.8,5.2,2.6
542,NNW,NE,0.16,802,42,201304122207,29.0,0.0,0.0,담뱃불실화,부산,201304122125,선,부산,산5, ,금정,금, ,71.5,7,88.0,94.0,9.9,1.9,2.7
543,W,SW,0.02,0,40,201304121825,28.0,0.0,0.0,담뱃불실화,충북,201304121745,소이,충북,산34-1,충도,음성,금, ,35.0,11,45.9,59.0,10.4,4.5,7.2
544,W,WNW,0.03,0,55,201304121820,22.0,0.0,0.0,입산자실화,전북,201304121725,고산,전북,산79-3,율곡,완주,금, ,22.5,8,58.0,73.0,11.8,5.0,3.9
545,NW,NW,0.05,0,30,201304121753,26.0,0.0,0.0,입산자실화,대전,201304121723,낭원,대전,산9-13, ,동,금, ,19.5,6,38.8,48.0,13.2,3.3,3.1
546,S,SSW,0.01,0,30,201304121520,27.0,0.0,0.0,입산자실화,부산,201304121450,장안,부산,산174-9,오,기장,금, ,5.0,14,56.7,94.0,14.0,3.0,7.6
547,WNW,NW,0.01,4718,51,201304121220,22.0,0.0,0.0,산나물채취객,경남,201304121129,하이,경남,산99,덕호,고성,금, ,36.0,7,63.4,94.0,12.0,2.5,3.4
548,W,NW,0.1,208,147,201304111840,29.0,0.0,0.0,주택화재비화,전북,201304111653,화산,전북,산29-3,화평,완주,목, ,22.5,8,53.4,73.0,12.5,5.7,7.2
549,WSW,W,0.03,360,50,201304111115,34.0,0.0,0.0,입산자실화,전북,201304111025,화산,전북,산17,화평,완주,목, ,22.5,8,46.3,72.0,9.5,4.8,6.5
550,NW,NW,0.3,0,150,201304101830,41.0,0.0,0.0,입산자실화,대전,201304101640,장,대전,산22-1, ,유성,수, ,19.5,8,51.0,59.0,9.2,3.3,3.8
551,W,SW,0.01,1140,50,201304101550,22.0,0.0,0.0,입산자실화,경북,201304101500,병곡,경북,산19,거무역,영덕,수, ,27.0,4,62.5,87.0,11.4,6.9,11.5
552,NW,N,0.5,4051,410,201304101730,51.0,0.0,0.0,입산자실화,전남,201304101320,임자,전남,산325,재원,신안,수, ,18.5,4,58.9,78.0,7.2,8.0,7.1
553,WSW,WNW,1.5,24117,400,201304091700,18.0,0.0,0.0,주택아궁이 불씨,전남,201304091300,남평,전남,산28,풍림,나주,화, ,16.5,3,89.1,94.0,13.1,6.4,10.6
554,WSW,NW,0.2,4485,105,201304091310,19.0,0.0,0.0,담뱃불실화,경남,201304091205,백전,경남,산22,오전,함양,화, ,18.0,3,56.9,78.0,12.5,8.5,10.7
555,SW,S,1.0,964,230,201304081630,36.0,0.0,0.0,입산자실화,전남,201304081400,화양,전남,산301-1,이몽,여수,월, ,23.0,2,69.1,86.0,15.1,5.3,3.1
556,SW,SE,0.02,1200,34,201304051540,58.0,0.0,0.0,논두렁소각,울산,201304051506,달천,울산,산85-3, ,북,금, ,3.0,6,53.2,73.0,15.5,3.1,3.4
557,SSE,E,0.01,150,138,201304051325,33.0,0.0,0.0,논밭두렁소각,충북,201304051147,회인,충북,산 8-2,건천,보은,금, ,2.5,1,64.2,80.0,17.1,3.8,4.0
558,SE,SSE,0.8,1148,200,201304051250,59.0,0.0,0.0,성묘객실화,전남,201304051050,석현,전남,산4-17, ,목포,금, ,1.8,4,68.9,72.0,14.9,4.0,4.3
559,NNE,ESE,0.1,0,220,201304041800,17.0,0.0,0.0,작업장실화,충남,201304041540,초촌,충남,산1-2,신암,부여,목, ,0.5,2,84.7,92.0,21.6,1.1,1.7
560,W,WNW,0.1,1138,100,201304041620,20.0,0.0,0.0,논두렁소각,전남,201304041520,대덕,전남,산45,문학,담양,목, ,1.0,5,88.3,94.0,22.1,2.1,3.1
561,SE,ESE,0.3,10710,125,201304041520,20.0,0.0,0.0,밭두렁소각,경북,201304041355,안정,경북,산15-6,옹암,영주,목, ,1.5,5,87.1,94.0,19.3,1.6,3.9
562,ENE,NW,0.02,120,50,201304041350,25.0,0.0,0.0,농산폐기물소각,경남,201304041300,군북,경남,산132,동촌,함안,목, ,3.5,5,87.0,94.0,20.9,0.7,1.3
563,ESE,NE,0.02,2520,110,201304041320,20.0,0.0,0.0,입산자실화,경남,201304041210,안의,경남,산50,대대리,함양,목, ,0.0,0,83.0,98.0,17.8,3.4,1.5
564,ENE,ENE,0.2,0,40,201304041240,26.0,0.0,0.0,밭두렁소각,충남,201304041200,신풍,충남,산42-1,용수,공주,목, ,0.5,2,64.0,73.0,18.7,1.4,4.0
565,NNW,NNW,0.15,0,127,201304031630,29.0,0.0,0.0,쓰레기소각,세종,201304031503,전의,세종, ,다방,세종,수, ,0.6,1,0.0,0.0,16.7,2.0,5.0
566,SW,WSW,0.01,0,140,201304031620,34.0,0.0,0.0,입산자실화,경남,201304031440,연초,서부,산2-1,죽토,거제,수, ,0.0,0,77.6,94.0,16.8,3.4,5.7
567,WSW,N,0.5,4232,110,201304031540,19.0,0.0,0.0,논두렁소각,전남,201304031430,봉황,전남,산56-4,욱곡,나주,수, ,1.0,3,86.6,94.0,17.4,1.9,2.8
568,NW,NW,0.03,0,40,201304031430,18.0,0.0,0.0,논두렁소각,광주,201304031350,대산,광주,산61, ,광산,수, ,1.0,3,90.1,94.0,16.3,2.0,7.6
569,SSW,SW,0.2,707,204,201304031500,52.0,0.0,0.0,입산자실화,전남,201304031256,상암,전남,산353, ,여수,수, ,0.0,0,88.0,94.0,13.5,3.7,5.4
570,SSW,SSE,0.01,0,30,201304011520,14.0,0.0,0.0,입산자실화,전북,201304011450,상전,서부,산57-6,월포,진안,월, ,1.0,1,69.5,87.0,19.6,3.9,3.9
571,SE,NNW,0.01,1445,50,201304011510,19.0,0.0,0.0,입산자실화,강원,201304011420,동,강원,산14-1,만천,춘천,화, ,0.2,0,83.6,98.0,14.6,1.4,3.1
572,E,S,0.1,8430,58,201304011430,21.0,0.0,0.0,전봇대전기누전,경북,201304011332,진보,경북,120-1,시량,청송,월, ,0.0,0,69.2,94.0,16.9,3.3,3.7
573,NW,SSE,0.03,0,55,201304011425,21.0,0.0,0.0,입산자실화,전북,201304011330,비봉,전북,산4,내월,완주,월, ,2.5,1,51.4,86.0,18.6,2.2,6.7
