,diravg,dirmax,dmgarea,dmgmoney,exintgtm,extingdt,humidcurr,humidmin,humidrel,ocurcause,ocurdo,ocurdt,ocuremd,ocurgm,ocurjibun,ocurri,ocursgg,ocuryoil,ownersec,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax
0,SE,S,0.19,0,300,201406191800,0.0,0.0,57.0,쓰레기소각,강원,201406191500,남,북부,산226-1,남전,인제,목, ,0.5,6,0.0,0.0,23.6,1.9,5.6
1,NNE,SE,0.08,0,210,201406182015,0.0,0.0,46.0,담뱃불실화 추정,경남,201406181805,삼랑진,경남,산123-1,미전,밀양,수, ,1.5,6,0.0,0.0,29.6,2.4,4.0
2,NW,SSW,0.05,0,310,201406151720,0.0,0.0,57.0,도로공사(용접불티)비화,강원,201406151410,인제,강원,산70,가아,인제,일, ,0.5,2,0.0,0.0,29.3,1.3,6.7
3,WNW,W,0.03,0,140,201406141900,0.0,0.0,46.0,등산객실화 추정,전북,201406141720,보안,전북,산65,신복,부안,토, ,1.5,3,0.0,0.0,25.3,3.3,7.8
4,NNE,SSE,0.01,0,242,201406102000,0.0,0.0,40.0,낙뢰추정,강원,201406101718,흥업,북부,산66,매지,원주,화, ,0.5,1,0.0,0.0,22.3,2.0,9.9
5,E,E,0.01,0,210,201406061700,0.0,0.0,28.0,입산자실화 추정,충북,201406061450,봉양,충북,산77-1,미당,제천,금, ,2.0,3,0.0,0.0,28.7,2.9,7.7
6,N,S,0.1,0,625,201406021505,0.0,0.0,75.0,입산자실화 추정,경북,201406020840,송라,경북,산97,중산,포항 북,월, ,4.9,5,0.0,0.0,22.7,1.9,3.7
7,W,ESE,0.01,0,744,201406020730,0.0,0.0,29.0,입산자실화,서울,201406012346,진관,북부,산34, ,은평,일, ,1.5,6,0.0,0.0,23.5,1.3,0.9
8,SSW,N,0.1,0,405,201406020150,0.0,0.0,51.0,쓰레기소각,강원,201406012145,갑천,강원,산90-1,상대,횡성,일, ,5.0,6,0.0,0.0,25.4,1.1,1.9
9,SE,NNW,0.1,0,410,201406010930,0.0,0.0,14.0,입산자실화 추정,경북,201406010520,보문,경북,산17,오암,예천,일, ,3.5,6,0.0,0.0,19.2,1.0,1.7
10,NW,WSW,0.01,0,150,201405311940,0.0,0.0,35.0,등산객 담뱃불실화 추정,충북,201405311750,문광,중부,산16,흑석,괴산,토, ,10.6,5,0.0,0.0,31.9,3.2,4.5
11,NNE,WSW,0.9,0,202,201405311904,0.0,0.0,25.0,밭두렁소각,강원,201405311702,미탄,동부,산1-2,평안,평창,토, ,6.5,5,0.0,0.0,32.4,7.9,5.6
12,W,NNW,0.18,0,500,201405310100,0.0,0.0,48.0,입산자실화,충북,201405302000,내수,중부,산14,묵방,청원,금, ,5.5,4,0.0,0.0,28.8,1.4,1.0
13,WNW,N,0.15,0,140,201405301740,0.0,0.0,48.0,농산폐기물소각,경북,201405301600,농소,경북,산38-1,신촌,김천,금, ,0.5,4,0.0,0.0,35.0,3.6,3.3
14,S,NW,0.5,0,126,201405301610,0.0,0.0,68.0,밭두렁소각,대전,201405301444,삼괴,충남,산27-15, ,동,금, ,4.9,4,0.0,0.0,31.6,2.9,4.8
15,WNW,NNW,0.1,0,240,201405301400,0.0,0.0,34.0,벌채잔존목 소각,전북,201405301120,색장,전북,산157, ,전주 완산,금, ,0.5,2,0.0,0.0,30.5,2.1,3.7
16,NNW,NW,0.25,0,400,201405301400,0.0,0.0,24.0,무속행위,강원,201405301000,도계,동부,산182-1,점,삼척,금, ,5.0,2,0.0,0.0,27.6,3.5,5.3
17,W,SSW,0.1,0,747,201405300200,0.0,0.0,37.0,쓰레기소각,경기,201405291813,풍도,경기,산268, ,안산 단원,목, ,2.2,3,0.0,0.0,27.3,3.4,5.0
18,W,WNW,0.03,0,205,201405291845,0.0,0.0,28.0,쓰레기소각,경북,201405291640,영순,경북,산74,말응,문경,목, ,12.5,3,0.0,0.0,31.1,2.9,5.4
19,SE,SSW,0.02,0,138,201405291435,0.0,0.0,46.0,원인미상,경기,201405291257,일동,경기,산60-3,기산,포천,목, ,20.8,4,0.0,0.0,29.3,2.3,7.1
20,SSE,SSW,0.1,0,325,201405281905,0.0,0.0,86.0,입산자실화,강원,201405281540,남,북부,산29-1,명곶,양구,수, ,2.0,2,0.0,0.0,29.4,1.4,5.5
21,SW,ESE,0.1,0,146,201405281415,0.0,0.0,47.0,훈련중 부상자 구조신호,경북,201405281229,장기,경북,산577,산서,포항 남,수, ,1.3,3,0.0,0.0,28.3,3.0,5.0
22,WNW,SW,0.6,0,300,201405271720,0.0,0.0,36.0,논두렁소각,경북,201405271420,부항,경북,산30,월곡,김천,화, ,0.5,1,0.0,0.0,31.7,4.0,9.3
23,NW,N,0.2,0,145,201405271420,0.0,0.0,91.0,쓰레기소각,경북,201405271235,임동,경북,산158-8,마령,안동,화, ,3.5,1,0.0,0.0,26.5,3.6,8.2
24,W,WNW,0.3,0,200,201405261410,0.0,0.0,76.0,산나물채취자 실화 추정,강원,201405261210,근덕,강원,산75-6,교곡,삼척,월, ,1.0,1,0.0,0.0,26.1,4.7,11.8
25,S,WNW,0.7,0,224,201405251300,0.0,0.0,46.0,농산폐기물소각,경북,201405251036,감포,경북,산167-1,노동,경주,일, ,13.0,13,0.0,0.0,25.1,4.9,8.6
26,W,SW,0.1,0,125,201405241840,0.0,0.0,27.0,입산자실화,경북,201405241715,상운,경북,산9,문촌,봉화,토, ,18.5,3,0.0,0.0,27.7,0.9,3.7
27,ESE,WNW,0.01,0,149,201405231548,0.0,0.0,27.0,입산자실화 추정,경기,201405231359,이동,경기,산93,도평,포천,금, ,0.8,8,0.0,0.0,28.4,1.7,3.5
28,ESE,SE,0.1,0,130,201405221650,0.0,0.0,46.0,입산자실화 추정,경북,201405221520,명호,경북,산136,풍호,봉화,목, ,18.5,1,0.0,0.0,22.7,2.6,5.0
29,NNE,NNE,0.02,0,145,201405221400,0.0,0.0,46.0,입산자실화 추정,경북,201405221215,현곡,경북,산45-2,소현,경주,목, ,13.0,10,0.0,0.0,24.9,2.4,5.6
30,WNW,NW,0.2,0,112,201405221304,0.0,0.0,34.0,폐비닐소각,경북,201405221152,화산,경북,966,효정,영천,목, ,22.0,10,0.0,0.0,27.4,3.1,6.4
31,ENE,SE,0.05,0,220,201405200720,0.0,0.0,33.0,입산자실화 추정,경기,201405200500,서운,경기,산1-36,청용,안성,화, ,8.0,8,0.0,0.0,14.9,1.0,1.5
32,WSW,WSW,0.06,0,120,201405191625,0.0,0.0,42.0,담뱃불실화 추정,광주,201405191505,두암,전남,산75-1, ,북,월, ,3.0,5,0.0,0.0,27.8,2.9,5.3
33,NNW,S,0.2,0,305,201405191550,0.0,0.0,21.0,용접부주의,전남,201405191245,용,전남,산1-2,월계,담양,월, ,3.0,5,0.0,0.0,26.7,1.4,3.1
34,W,WNW,0.02,0,45,201405181545,0.0,0.0,22.0,입산자실화 추정,충북,201405181500,내북,충북,산15,하궁,보은,일, ,10.5,6,0.0,0.0,27.2,3.3,8.5
35,NW,W,0.01,0,320,201405181800,0.0,0.0,33.0,입산자실화,경기,201405181440,서운,경기,산6,산평,안성,일, ,8.0,6,0.0,0.0,26.5,1.6,4.2
36,W,S,0.06,0,320,201405181730,0.0,0.0,60.0,입산자실화 추정,전북,201405181410,복흥,서부,산19,석보,순창,일, ,2.0,4,0.0,0.0,27.3,3.6,3.4
37,NW,NW,0.01,0,100,201405171450,0.0,0.0,85.0,원인미상,경북,201405171350,풍기,경북,산16,금계,영주,토, ,24.0,5,0.0,0.0,25.6,4.0,7.5
38,SSW,SW,0.1,0,335,201405161600,0.0,0.0,85.0,산나물채취자 실화,경남,201405161225,합천,경남,산66,금양,합천,금, ,19.5,4,0.0,0.0,26.4,2.8,6.0
39,W,SSW,0.1,0,415,201405152300,0.0,0.0,52.0,입산자실화,충북,201405151845,산척,중부,산11-1,명서,충주,목, ,5.5,3,0.0,0.0,22.0,5.4,10.2
40,WNW,NNW,0.1,0,33,201405151245,0.0,0.0,33.0,산나물채취자 실화,전남,201405151212,광의,전남,산198-1,온당,구례,목, ,0.7,1,0.0,0.0,23.4,4.7,8.9
41,WSW,SSE,0.1,0,116,201405141940,0.0,0.0,23.0,입산자실화 추정,강원,201405141824,임계,동부,산11,가목,정선,수, ,16.0,2,0.0,0.0,24.2,1.2,7.0
42,W,SSW,0.5,0,211,201405131330,0.0,0.0,44.0,양봉사화재비화,강원,201405131119,간성,강원,산54,광산,고성,화, ,3.5,1,0.0,0.0,26.6,8.4,16.3
43,SSW,S,0.1,0,403,201405112140,0.0,0.0,23.0,입산자실화 추정,경남,201405111737,가북,경남,산203,우혜,거창,일, ,0.5,3,0.0,0.0,19.6,6.3,7.7
44,ENE,NE,0.03,0,124,201405111800,0.0,0.0,18.0,입산자실화 추정,강원,201405111636,남,강원,산93,부평,인제,일, ,11.0,3,0.0,0.0,20.5,3.7,4.7
45,SE,NNW,0.01,0,240,201405111700,0.0,0.0,16.0,산나물채취자 실화 추정,전북,201405111420,용담,전북,산93,옥거,진안,일, ,2.5,3,0.0,0.0,24.0,4.6,10.5
46,E,SE,0.1,0,155,201405111611,0.0,0.0,23.0,입산자실화 추정,경북,201405111416,고로,경북,산115,인곡,군위,일, ,0.5,3,0.0,0.0,22.9,4.7,9.6
47,SSE,SSE,0.5,0,325,201405111340,0.0,0.0,16.0,쓰레기소각,전남,201405111015,황전,전남,19419,월산,순천,일, ,2.5,3,0.0,0.0,18.6,3.7,8.2
48,SSW,NW,0.3,0,550,201405111300,0.0,0.0,28.0,입산자실화,경기,201405110710,청산,북부,산86,대전,연천,일, ,15.0,3,0.0,0.0,15.1,0.8,4.2
49,ENE,ENE,0.1,0,205,201405101730,0.0,0.0,22.0,산업현장실화,부산,201405101525,대연,경남,산53-35, ,남,토, ,15.0,2,0.0,0.0,22.2,3.4,8.5
50,SSE,E,0.5,0,246,201405101748,0.0,0.0,46.0,입산자실화 추정,강원,201405101502,북,동부,산42,덕상,영월,토, ,6.0,2,0.0,0.0,27.2,4.0,7.3
51,SSE,ESE,0.02,0,125,201405101615,0.0,0.0,26.0,등산객실화 추정,경남,201405101450,용,경남,산120, ,창원 의창,토, ,1.0,10,0.0,0.0,21.9,3.4,7.8
52,SSE,ESE,0.3,0,130,201405101600,0.0,0.0,20.0,논밭두렁소각,경남,201405101430,합성,경남,산111, ,창원 마산회원,토, ,1.0,10,0.0,0.0,21.9,3.4,7.8
53,ENE,NNE,0.3,0,213,201405091825,0.0,0.0,41.0,입산자실화,강원,201405091612,노곡,강원,산49,주지,삼척,금, ,7.5,1,0.0,0.0,15.1,4.5,5.6
54,ENE,WNW,0.04,0,126,201405091500,0.0,0.0,21.0,낙뢰추정,인천,201405091334,양도,경기,산105,도장,강화,금, ,1.5,1,0.0,0.0,21.0,2.9,5.7
55,WNW,WSW,0.03,0,42,201405081435,0.0,0.0,16.0,쓰레기소각,전남,201405081353,산동,전남,산158,위안,구례,목, ,6.3,4,0.0,0.0,18.3,3.9,8.1
56,WSW,W,0.03,0,301,201405072000,0.0,0.0,31.0,원인미상,경남,201405071659,서하,경남,산184-4,운곡,함양,수, ,2.5,3,0.0,0.0,22.7,3.6,8.7
57,SSW,SSE,0.5,0,210,201405071400,0.0,0.0,30.0,낚시꾼실화,전남,201405071150,남평,전남,산209,수원,나주,수, ,2.0,3,0.0,0.0,21.7,3.9,5.2
58,S,SSE,0.1,0,417,201405007200,0.0,0.0,24.0,입산자실화 추정,인천,201405062143,부개,경기,산7-1, ,부평,화, ,1.8,4,0.0,0.0,11.4,2.7,0.5
59,WSW,SSW,0.3,0,220,201405062040,0.0,0.0,49.0,쓰레기소각,강원,201405061820,영월,강원,산51,정양,영월,화, ,0.5,2,0.0,0.0,17.6,3.7,5.8
60,NNE,NE,0.03,0,210,201405061330,0.0,0.0,16.0,농산부산물소각,전남,201405061120,장산,전남,산73,팽진,신안,화, ,1.5,7,0.0,0.0,14.7,1.4,4.5
61,SSW,NW,0.05,0,150,201405052100,0.0,0.0,15.0,입산자실화 추정,강원,201405051910,동,강원,산7,원당,양구,월, ,0.5,3,0.0,0.0,11.1,2.9,9.7
62,W,WSW,0.1,0,258,201405042140,0.0,0.0,33.0,입산자실화 추정,강원,201405041842,동,강원,산17,속초,홍천,일, ,2.5,5,0.0,0.0,16.3,4.8,7.3
63,NNE,NW,1.3,0,145,201405031350,0.0,0.0,26.0,산나물채취자 실화,전남,201405031205,이양,전남,산94,이양,화순,토, ,3.0,4,0.0,0.0,20.2,5.3,11.8
64,NW,W,0.2,0,240,201405031430,0.0,0.0,33.0,조사중,경북,201405031150,소천,남부,산51-1,남회룡,봉화,토, ,8.5,4,0.0,0.0,16.4,5.9,9.5
65,NE,ESE,0.01,0,110,201404271635,0.0,0.0,30.0,입산자실화 추정,강원,201404271525,현남,강원,산171-1,입암,양양,일, ,1.5,9,0.0,0.0,17.2,0.5,5.0
66,W,SW,0.05,0,50,201404261800,0.0,0.0,28.0,산나물채취자 실화,충북,201404261710,소수,충북,산51-1,몽촌,괴산,토, ,2.5,9,0.0,0.0,23.3,2.4,5.0
67,WSW,SW,0.2,0,133,201404261710,0.0,0.0,38.0,담뱃불실화,충남,201404261537,안서,충남,113-2, ,천안 동남,토, ,5.5,9,0.0,0.0,25.0,2.7,5.8
68,SSE,SSW,0.1,0,240,201404261750,0.0,0.0,20.0,입산자실화,강원,201404261510,남,북부,산1-1,명곶,양구,토, ,1.0,9,0.0,0.0,24.4,2.0,7.4
69,S,SSE,1.0,0,441,201404261910,0.0,0.0,20.0,원인미상,경북,201404261429,북,경북,산3-17,나곡,울진,토, ,0.9,8,0.0,0.0,17.4,2.5,5.3
70,WSW,W,0.16,0,311,201404261700,0.0,0.0,40.0,입산자실화 추정,인천,201404261349,효성,경기,산75-1, ,계양,토, ,1.8,9,0.0,0.0,21.2,2.8,6.6
71,NW,SW,0.1,0,240,201404261600,0.0,0.0,36.0,입산자실화 추정,강원,201404261320,한반도,강원,산141,광전,영월,토, ,5.5,9,0.0,0.0,23.7,2.1,5.8
72,SSW,S,0.3,0,157,201404261237,0.0,0.0,31.0,원인미상,강원,201404261040,용평,동부,산11,속사,평창,토, ,2.5,9,0.0,0.0,17.8,1.2,2.5
73,SSE,ESE,0.07,0,410,201404260720,0.0,0.0,38.0,야간구조 조명불발탄(세월호),전남,201404260310,조도,전남,산1-56,동거차도,진도,토, ,0.5,6,0.0,0.0,12.3,5.8,9.0
74,S,E,0.1,0,120,201404252140,0.0,0.0,44.0,담뱃불실화 추정,강원,201404252020,화천,강원,산48,아,화천,금, ,1.2,8,0.0,0.0,21.9,1.4,2.5
75,WNW,N,0.3,0,200,201404251900,0.0,0.0,23.0,산나물채취자 실화 추정,충북,201404251700,미원,충북,산29,어암,청원,금, ,10.5,8,0.0,0.0,25.5,2.5,4.0
76,S,SW,0.5,0,349,201404251917,0.0,0.0,62.0,입산자실화 추정,경북,201404251528,법전,경북,산185-1,소천,봉화,금, ,0.5,7,0.0,0.0,24.0,3.0,5.9
77,WNW,ENE,0.01,0,17,201404251510,0.0,0.0,26.0,담뱃불실화,전남,201404251453,삼기,전남,산86-1,농소,곡성,금, ,0.5,7,0.0,0.0,26.6,2.0,4.1
78,ESE,SE,0.04,0,100,201404251510,0.0,0.0,44.0,입산자실화 추정,강원,201404251410,현남,강원,산32,후포매,양양,금, ,1.5,8,0.0,0.0,24.7,3.8,5.3
79,NW,N,0.2,0,314,201404251720,0.0,0.0,22.0,주택화재비화,충남,201404251406,행정,충남,239-2, ,당진,금, ,5.7,8,0.0,0.0,23.4,4.6,6.4
80,WSW,S,0.1,0,250,201404251630,0.0,0.0,23.0,등산객실화 추정,충북,201404251340,회인,충북,산1-1,건천,보은,금, ,10.5,8,0.0,0.0,24.8,1.6,4.3
81,WSW,E,0.01,0,150,201404251520,0.0,0.0,18.0,쓰레기소각,경기,201404251330,강하,경기,산17,항금,양평,금, ,5.5,8,0.0,0.0,25.0,1.7,4.7
82,ESE,SSE,0.5,0,151,201404251215,0.0,0.0,55.0,농산폐기물소각,강원,201404251024,등봉,강원,산77, ,삼척,금, ,0.5,7,0.0,0.0,23.8,2.8,5.7
83,SSW,ESE,0.01,0,130,201404251130,0.0,0.0,35.0,쓰레기소각,전남,201404251000,상사,전남,산241,초곡,순천,금, ,1.5,7,0.0,0.0,20.0,1.0,4.2
84,W,SW,0.9,0,346,201404242225,0.0,0.0,84.0,원인미상,강원,201404241839,수주,동부,산115,법흥,영월,목, ,5.5,7,0.0,0.0,21.7,1.8,4.4
85,WSW,W,0.06,0,120,201404241930,0.0,0.0,17.0,입산자실화,강원,201404241810,남산,강원,산114,행촌,춘천,목, ,1.2,7,0.0,0.0,24.2,3.1,3.6
86,SSW,SSW,0.07,0,45,201404241730,0.0,0.0,25.0,농산폐기물소각,전남,201404241645,문척,전남,산237-1,금정,구례,목, ,1.5,6,0.0,0.0,21.8,3.2,5.4
87,WSW,SE,0.05,0,240,201404241800,0.0,0.0,62.0,입산자실화,강원,201404241520,동산,북부,산160-1,원창,춘천,목, ,1.2,7,0.0,0.0,25.8,1.6,6.7
88,S,SW,14.3,0,711,201404242230,0.0,0.0,25.0,육묘장 전기누전,경북,201404241519,이산,경북,산177,지동,영주,목, ,0.5,6,0.0,0.0,25.3,4.5,6.1
89,NW,SE,1.0,0,706,201404270800,0.0,0.0,22.0,원인미상,강원,201404241254,수주,동부,산2,두산,영월,목, ,5.5,7,0.0,0.0,24.8,2.4,4.4
90,WSW,WSW,0.4,0,310,201404241515,0.0,0.0,21.0,입산자실화,강원,201404241205,우천,북부,산232,정금,횡성,목, ,4.0,7,0.0,0.0,23.3,1.5,6.6
91,NW,W,2.5,0,940,201404242030,0.0,0.0,28.0,산나물채취자 실화 추정,강원,201404241050,서석,북부,산102,검산,홍천,목, ,4.5,7,0.0,0.0,20.5,1.2,4.1
92,ENE,SE,0.02,0,33,201404240956,0.0,0.0,17.0,원인미상,서울,201404240923,평창,경기,산6-435, ,종로,목, ,3.0,7,0.0,0.0,16.4,1.9,3.2
93,ENE,N,0.06,0,310,201404241000,0.0,0.0,22.0,입산자실화 추정,인천,201404240650,북도,경기,산59,장봉,옹진,목, ,0.5,7,0.0,0.0,8.7,0.7,0.0
94,정온,NW,0.3,0,57,201404240710,0.0,0.0,46.0,입산자실화 추정,대전,201404240613,직,충남,산36-1, ,동,목, ,14.9,7,0.0,0.0,9.9,0.3,0.6
95,NNE,SSW,0.03,0,50,201404231730,0.0,0.0,22.0,농산부산물소각,전남,201404231640,봉황,전남,177,철천,나주,수, ,2.0,5,0.0,0.0,24.6,2.6,4.9
96,WSW,WSW,0.08,0,122,201404231800,0.0,0.0,19.0,농산폐기물소각,경기,201404231638,적성,경기,41842,장현,파주,수, ,2.3,6,0.0,0.0,24.2,3.9,6.4
97,WSW,WSW,0.2,0,53,201404231718,0.0,0.0,23.0,입산자실화 추정,경북,201404231625,공성,경북,산87-2,영오,상주,수, ,13.1,6,0.0,0.0,22.5,5.0,5.4
98,WSW,SW,0.01,0,149,201404231720,0.0,0.0,27.0,등산객실화 추정,서울,201404231531,원지,경기,산4-30, ,서초,수, ,3.0,6,0.0,0.0,24.5,3.7,6.0
99,WNW,NW,0.05,0,130,201404231650,0.0,0.0,19.0,농산폐기물소각,전남,201404231520,비금,전남,산119,죽림,신안,수, ,2.4,5,0.0,0.0,21.8,3.2,4.7
100,SW,SSW,0.01,0,100,201404231600,0.0,0.0,21.0,입산자실화 추정,충남,201404231500,부석,충남,산261,가사,서산,수, ,5.7,6,0.0,0.0,22.4,2.6,6.4
101,SSW,SSW,0.09,0,120,201404231530,0.0,0.0,24.0,입산자실화 추정,충남,201404231410,주교,중부,산91-1,신대,보령,수, ,13.5,6,0.0,0.0,19.1,3.3,5.0
102,WNW,N,0.05,0,125,201404231520,0.0,0.0,24.0,농산폐기물소각,충북,201404231355,회남,충북,32,신추,보은,수, ,10.5,6,0.0,0.0,23.9,3.1,4.4
103,N,NNE,0.1,0,240,201404231630,0.0,0.0,21.0,산나물채취자 실화,전북,201404231350,산동,전북,산75,목동,남원,수, ,19.7,6,0.0,0.0,23.0,3.7,7.1
104,S,NW,0.03,0,310,201404231640,0.0,0.0,37.0,입산자실화,강원,201404231330,남,북부,산85,추곡,춘천,수, ,1.2,6,0.0,0.0,22.7,1.1,7.3
105,SW,SSE,0.01,0,40,201404231410,0.0,0.0,28.0,도로공사현장 불꽃비산,울산,201404231330,성암,경남,202-5, ,남,수, ,1.8,5,0.0,0.0,23.7,2.7,9.3
106,SSW,N,0.1,0,230,201404231500,0.0,0.0,72.0,입산자실화,전남,201404231230,웅치,서부,산49,용반,보성,수, ,1.0,5,0.0,0.0,23.5,2.2,6.6
107,SSW,S,0.04,0,340,201404231600,0.0,0.0,26.0,입산자실화,경기,201404231220,청평,경기,산33-3,대성,가평,수, ,5.5,6,0.0,0.0,20.6,1.6,4.8
108,W,WSW,1.15,0,150,201404222100,0.0,0.0,38.0,입산자실화 추정,인천,201404221910,북도,경기,산59,장봉,옹진,화, ,0.5,5,0.0,0.0,15.4,2.8,5.8
109,NNW,SW,0.01,0,40,201404221830,0.0,0.0,42.0,원인미상,경기,201404221750,이동,경기,산110,노곡,포천,화, ,0.5,5,0.0,0.0,22.0,3.2,8.4
110,NW,WSW,0.03,0,220,201404221930,0.0,0.0,39.0,산나물채취자 실화추정,전북,201404221710,안천,전북,산6,백화,진안,화, ,21.5,5,0.0,0.0,20.8,2.4,7.0
111,NNE,NNW,0.3,0,125,201404221810,0.0,0.0,28.0,원인미상,경기,201404221645,진접,경기,산93-1,부평,남양주,화, ,2.3,5,0.0,0.0,21.6,5.8,9.8
112,NW,W,0.3,0,251,201404221810,0.0,0.0,39.0,담뱃불실화 추정,충남,201404221519,석문,충남,산25-3,초락도,당진,화, ,5.7,5,0.0,0.0,21.9,5.2,5.3
113,N,SE,0.2,0,224,201404221710,0.0,0.0,39.0,담뱃불실화 추정,강원,201404221446,화촌,북부,산220,군업,홍천,화, ,4.5,5,0.0,0.0,21.4,1.6,8.2
114,WNW,NW,0.1,0,430,201404221900,0.0,0.0,30.0,원인미상,경기,201404221430,일동,경기,산238-4,수입,포천,화, ,0.5,4,0.0,0.0,21.5,3.0,9.0
115,W,WNW,0.3,0,410,201404221750,0.0,0.0,57.0,원인미상,경기,201404221340,청평,경기,산33-1,대성,가평,화, ,5.5,5,0.0,0.0,21.5,2.3,8.9
116,NW,NNW,0.03,0,115,201404221455,0.0,0.0,23.0,밭두렁소각,전남,201404221340,황산,전남,산23,우항,해남,화, ,0.5,4,0.0,0.0,20.7,3.3,7.4
117,SSE,SW,0.05,0,225,201404221300,0.0,0.0,46.0,입산자실화 추정,강원,201404221035,북,강원,산123,한계,인제,화, ,1.0,5,0.0,0.0,15.8,2.5,3.6
118,SE,E,0.09,0,125,201404211730,0.0,0.0,36.0,입산자실화 추정,강원,201404211605,토성,강원,산75,인흥,고성,월, ,3.0,16,0.0,0.0,16.8,2.0,6.4
119,WNW,WNW,0.2,0,305,201404211650,0.0,0.0,36.0,산나물채취자 실화,전북,201404211345,산동,전북,산110-2,목동,남원,월, ,19.7,4,0.0,0.0,21.2,3.1,6.4
120,WSW,WSW,0.1,0,215,201404211530,0.0,0.0,25.0,입산자실화 추정,강원,201404211315,한반도,강원,산57,광전,영월,월, ,5.5,4,0.0,0.0,21.0,4.0,7.0
121,W,N,0.3,0,620,201404211815,0.0,0.0,24.0,원인미상,경기,201404211155,설악,경기,산41-1,위곡,가평,월, ,5.5,4,0.0,0.0,19.9,2.0,7.9
122,W,W,0.3,0,100,201404202200,0.0,0.0,25.0,방화 추정,충남,201404202100,복수,충남,555-2,수영,금산,일, ,21.5,3,0.0,0.0,14.0,1.0,2.6
123,WSW,W,0.01,0,105,201404201720,0.0,0.0,25.0,입산자실화,경기,201404201615,아천,경기,산49-4, ,구리,일, ,3.0,3,0.0,0.0,20.5,4.6,8.2
124,E,WNW,0.01,0,40,201404201635,0.0,0.0,24.0,입산자실화,경기,201404201555,영북,경기,산6,야미,포천,일, ,2.3,3,0.0,0.0,20.3,4.6,6.7
125,NNW,WSW,0.2,0,132,201404201513,0.0,0.0,28.0,입산자실화 추정,강원,201404201341,서,강원,산110-1,동막,홍천,일, ,4.5,3,0.0,0.0,20.2,1.6,6.1
126,SSE,ENE,0.5,0,129,201404201305,0.0,0.0,26.0,원인미상,대전,201404201136,직,충남,산36-1, ,동,일, ,14.9,3,0.0,0.0,16.7,2.0,4.5
127,ESE,SSE,0.05,0,103,201404201220,0.0,0.0,19.0,입산자실화 추정,충남,201404201117,광덕,충남,산133-1,광덕,천안 동남,일, ,5.5,3,0.0,0.0,17.2,3.2,5.5
128,SE,SSW,0.01,0,135,201404181400,0.0,0.0,17.0,입산자실화 추정,인천,201404181225,하점,경기,산33,망월,강화,금, ,0.5,1,0.0,0.0,19.1,2.5,6.9
129,NE,NE,0.03,0,201,201404172115,0.0,0.0,27.0,입산자실화 추정,강원,201404171914,동,강원,산30,만천,춘천,목, ,2.1,12,0.0,0.0,18.8,3.4,6.9
130,NW,WNW,0.02,0,132,201404170600,0.0,0.0,55.0,원인미상,대구,201404170428,연호,경북,산16-1, ,수성,목, ,0.5,4,0.0,0.0,15.6,1.0,4.1
131,N,N,0.09,0,133,201404170030,0.0,0.0,28.0,입산자실화 추정,강원,201404162257,동,강원,산31-15,만천,춘천,수, ,2.1,11,0.0,0.0,13.2,0.8,1.7
132,ESE,NNE,0.3,0,104,201404161500,0.0,0.0,21.0,원인미상,경남,201404161356,남상,경남,산256,무촌,거창,수, ,3.5,3,0.0,0.0,25.2,2.5,6.1
133,WSW,SSW,0.6,0,250,201404152000,0.0,0.0,20.0,낚시꾼실화 추정,인천,201404151710,자월,경기,산1,승봉,옹진,화, ,0.8,12,0.0,0.0,11.6,2.2,2.4
134,WSW,W,0.01,0,50,201404151700,0.0,0.0,28.0,입산자실화 추정,인천,201404151610,만수,경기,산1-4, ,남동,화, ,0.8,12,0.0,0.0,12.1,2.5,2.5
135,NW,W,0.2,0,220,201404151740,0.0,0.0,23.0,산나물채취자 실화추정,충북,201404151520,마로,충북,산36,오천,보은,화, ,0.5,3,0.0,0.0,23.3,4.8,5.1
136,WNW,WNW,0.5,0,600,201404152100,0.0,0.0,81.0,농산폐기물소각 추정,전북,201404151500,설천,전북,산125-1,두길,무주,화, ,3.5,2,0.0,0.0,25.6,4.3,5.9
137,NW,SSW,0.02,0,50,201404151510,0.0,0.0,29.0,원인미상,경기,201404151420,설악,경기,산154,설곡,가평,화, ,6.0,12,0.0,0.0,22.1,3.2,6.6
138,WNW,NNE,0.05,0,52,201404151456,0.0,0.0,71.0,입산자실화 추정,경북,201404151404,내남,경북,산161-1,명계,경주,화, ,6.5,11,0.0,0.0,26.0,4.6,8.0
139,NW,WNW,0.01,0,30,201404151310,0.0,0.0,38.0,밭두렁소각,전남,201404151240,삼향,전남,산166-25,지산,무안,화, ,4.8,2,0.0,0.0,17.7,3.4,5.4
140,WNW,NNW,0.1,0,220,201404151315,0.0,0.0,48.0,입산자실화 추정,경북,201404151055,가산,경북,산45,용수,칠곡,화, ,0.5,2,0.0,0.0,22.1,3.4,6.3
141,NNE,W,3.5,0,520,201404151605,0.0,0.0,48.0,농산폐기물소각,경북,201404151045,부석,경북,산118,용암,영주,화, ,0.5,11,0.0,0.0,19.8,2.5,8.7
142,WNW,SSW,0.5,0,237,201404151314,0.0,0.0,33.0,농산폐기물소각,경북,201404151037,청통,경북,산31,애련,영천,화, ,0.5,11,0.0,0.0,20.0,4.9,6.5
143,W,WNW,0.05,0,234,201404150920,0.0,0.0,24.0,조사중,부산,201404150646,지사,남부,산101, ,강서,화, ,6.0,2,0.0,0.0,12.3,3.6,3.7
